index,qTypeRaw,qType,story,question,char1,char2,perceivers,story_with_perceivers,persp_ctx,cands,answer
1606,second_order_0_tom,second_order_tom,"['Alexander entered the den', 'Jackson entered the front yard', 'Jackson exited the front yard', 'Jacob entered the den', 'The turnip is in the treasure chest', 'The treasure chest is in the den', 'Alexander exited the den', 'Jacob moved the turnip to the bathtub', 'The bathtub is in the den']",Where does Alexander think that Jacob searches for the turnip?,Alexander,Jacob,"[['Alexander'], ['Jackson'], ['Jackson'], ['Jacob', 'Alexander'], ['Alexander', 'Jacob'], ['Alexander', 'Jacob'], ['Alexander', 'Jacob'], ['Jacob'], ['Jacob']]","[{'Alexander entered the den': ['Alexander']}, {'Jackson entered the front yard': ['Jackson']}, {'Jackson exited the front yard': ['Jackson']}, {'Jacob entered the den': ['Jacob', 'Alexander']}, {'The turnip is in the treasure chest': ['Alexander', 'Jacob']}, {'The treasure chest is in the den': ['Alexander', 'Jacob']}, {'Alexander exited the den': ['Alexander', 'Jacob']}, {'Jacob moved the turnip to the bathtub': ['Jacob']}, {'The bathtub is in the den': ['Jacob']}]",Jacob entered the den. The turnip is in the treasure chest. The treasure chest is in the den. Alexander exited the den,"['bathtub', 'treasure chest', 'den', 'front yard']",treasure chest
312,first_order_0_no_tom,first_order_no_tom,"['Isla entered the master bedroom', 'Emily entered the master bedroom', 'The banana is in the drawer', 'The drawer is in the master bedroom', 'Emily moved the banana to the envelope', 'The envelope is in the master bedroom', 'Isla exited the master bedroom', 'Isla entered the back yard']",Where will Isla look for the banana?,Isla,,"[['Isla'], ['Emily', 'Isla'], ['Isla', 'Emily'], ['Isla', 'Emily'], ['Emily', 'Isla'], ['Isla', 'Emily'], ['Isla', 'Emily'], ['Isla']]","[{'Isla entered the master bedroom': ['Isla']}, {'Emily entered the master bedroom': ['Emily', 'Isla']}, {'The banana is in the drawer': ['Isla', 'Emily']}, {'The drawer is in the master bedroom': ['Isla', 'Emily']}, {'Emily moved the banana to the envelope': ['Emily', 'Isla']}, {'The envelope is in the master bedroom': ['Isla', 'Emily']}, {'Isla exited the master bedroom': ['Isla', 'Emily']}, {'Isla entered the back yard': ['Isla']}]",Isla entered the master bedroom. Emily entered the master bedroom. The banana is in the drawer. The drawer is in the master bedroom. Emily moved the banana to the envelope. The envelope is in the master bedroom. Isla exited the master bedroom. Isla entered the back yard,"['drawer', 'envelope', 'master bedroom', 'back yard']",envelope
41,second_order_0_no_tom,second_order_no_tom,"['Logan entered the garage', 'Logan dislikes the tangerine', 'Lucas entered the garage', 'The persimmon is in the bottle', 'The bottle is in the garage', 'Lucas moved the persimmon to the container', 'The container is in the garage', 'Logan exited the garage']",Where does Logan think that Lucas searches for the persimmon?,Logan,Lucas,"[['Logan'], ['Logan'], ['Lucas', 'Logan'], ['Logan', 'Lucas'], ['Logan', 'Lucas'], ['Lucas', 'Logan'], ['Logan', 'Lucas'], ['Logan', 'Lucas']]","[{'Logan entered the garage': ['Logan']}, {'Logan dislikes the tangerine': ['Logan']}, {'Lucas entered the garage': ['Lucas', 'Logan']}, {'The persimmon is in the bottle': ['Logan', 'Lucas']}, {'The bottle is in the garage': ['Logan', 'Lucas']}, {'Lucas moved the persimmon to the container': ['Lucas', 'Logan']}, {'The container is in the garage': ['Logan', 'Lucas']}, {'Logan exited the garage': ['Logan', 'Lucas']}]",Lucas entered the garage. The persimmon is in the bottle. The bottle is in the garage. Lucas moved the persimmon to the container. The container is in the garage. Logan exited the garage,"['tangerine', 'garage', 'container', 'bottle']",container
739,second_order_1_no_tom,second_order_no_tom,"['Aria entered the workshop', 'Emma entered the workshop', 'The melon is in the drawer', 'The drawer is in the workshop', 'Aria moved the melon to the cupboard', 'The cupboard is in the workshop', 'Emma exited the workshop']",Where does Emma think that Aria searches for the melon?,Emma,Aria,"[['Aria'], ['Emma', 'Aria'], ['Aria', 'Emma'], ['Aria', 'Emma'], ['Aria', 'Emma'], ['Aria', 'Emma'], ['Emma', 'Aria']]","[{'Aria entered the workshop': ['Aria']}, {'Emma entered the workshop': ['Emma', 'Aria']}, {'The melon is in the drawer': ['Aria', 'Emma']}, {'The drawer is in the workshop': ['Aria', 'Emma']}, {'Aria moved the melon to the cupboard': ['Aria', 'Emma']}, {'The cupboard is in the workshop': ['Aria', 'Emma']}, {'Emma exited the workshop': ['Emma', 'Aria']}]",Emma entered the workshop. The melon is in the drawer. The drawer is in the workshop. Aria moved the melon to the cupboard. The cupboard is in the workshop. Emma exited the workshop,"['drawer', 'cupboard', 'workshop']",cupboard
1638,second_order_0_tom,second_order_tom,"['Hannah entered the basement', 'Aria entered the basement', 'The cap is in the container', 'The container is in the basement', 'Aria exited the basement', 'Hannah moved the cap to the suitcase', 'The suitcase is in the basement', 'Hannah dislikes the plum']",Where does Hannah think that Aria searches for the cap?,Hannah,Aria,"[['Hannah'], ['Aria', 'Hannah'], ['Hannah', 'Aria'], ['Hannah', 'Aria'], ['Aria', 'Hannah'], ['Hannah'], ['Hannah'], ['Hannah']]","[{'Hannah entered the basement': ['Hannah']}, {'Aria entered the basement': ['Aria', 'Hannah']}, {'The cap is in the container': ['Hannah', 'Aria']}, {'The container is in the basement': ['Hannah', 'Aria']}, {'Aria exited the basement': ['Aria', 'Hannah']}, {'Hannah moved the cap to the suitcase': ['Hannah']}, {'The suitcase is in the basement': ['Hannah']}, {'Hannah dislikes the plum': ['Hannah']}]",Aria entered the basement. The cap is in the container. The container is in the basement. Aria exited the basement,"['suitcase', 'basement', 'container', 'plum']",container
773,first_order_1_tom,first_order_tom,"['Logan entered the staircase', 'Isla entered the staircase', 'The persimmon is in the container', 'The container is in the staircase', 'Benjamin entered the staircase', 'Benjamin exited the staircase', 'Isla exited the staircase', 'Isla likes the boots', 'Logan moved the persimmon to the box', 'The box is in the staircase', 'Isla entered the playroom']",Where will Isla look for the persimmon?,Isla,,"[['Logan'], ['Isla', 'Logan'], ['Logan', 'Isla'], ['Logan', 'Isla'], ['Benjamin', 'Logan', 'Isla'], ['Benjamin', 'Logan', 'Isla'], ['Isla', 'Logan'], ['Isla'], ['Logan'], ['Logan'], ['Isla']]","[{'Logan entered the staircase': ['Logan']}, {'Isla entered the staircase': ['Isla', 'Logan']}, {'The persimmon is in the container': ['Logan', 'Isla']}, {'The container is in the staircase': ['Logan', 'Isla']}, {'Benjamin entered the staircase': ['Benjamin', 'Logan', 'Isla']}, {'Benjamin exited the staircase': ['Benjamin', 'Logan', 'Isla']}, {'Isla exited the staircase': ['Isla', 'Logan']}, {'Isla likes the boots': ['Isla']}, {'Logan moved the persimmon to the box': ['Logan']}, {'The box is in the staircase': ['Logan']}, {'Isla entered the playroom': ['Isla']}]",Isla entered the staircase. The persimmon is in the container. The container is in the staircase. Benjamin entered the staircase. Benjamin exited the staircase. Isla exited the staircase. Isla likes the boots. Isla entered the playroom,"['playroom', 'boots', 'box', 'staircase', 'container']",container
62,second_order_1_tom,second_order_tom,"['Jackson entered the back yard', 'Jayden entered the back yard', 'The cherry is in the container', 'The container is in the back yard', 'Jackson exited the back yard', 'Jayden moved the cherry to the bucket', 'The bucket is in the back yard', 'Jayden exited the back yard', 'Liam entered the front yard', 'Jackson entered the front yard']",Where does Jayden think that Jackson searches for the cherry?,Jayden,Jackson,"[['Jackson'], ['Jayden', 'Jackson'], ['Jackson', 'Jayden'], ['Jackson', 'Jayden'], ['Jackson', 'Jayden'], ['Jayden'], ['Jayden'], ['Jayden'], ['Liam'], ['Jackson', 'Liam']]","[{'Jackson entered the back yard': ['Jackson']}, {'Jayden entered the back yard': ['Jayden', 'Jackson']}, {'The cherry is in the container': ['Jackson', 'Jayden']}, {'The container is in the back yard': ['Jackson', 'Jayden']}, {'Jackson exited the back yard': ['Jackson', 'Jayden']}, {'Jayden moved the cherry to the bucket': ['Jayden']}, {'The bucket is in the back yard': ['Jayden']}, {'Jayden exited the back yard': ['Jayden']}, {'Liam entered the front yard': ['Liam']}, {'Jackson entered the front yard': ['Jackson', 'Liam']}]",Jayden entered the back yard. The cherry is in the container. The container is in the back yard. Jackson exited the back yard,"['bucket', 'container', 'front yard', 'back yard']",container
1483,first_order_0_tom,first_order_tom,"['Aria entered the workshop', 'Charlotte entered the workshop', 'Hannah entered the workshop', 'Aria loves the underclothes', 'The tangerine is in the container', 'The container is in the workshop', 'Aria exited the workshop', 'Aria dislikes the beans', 'Charlotte exited the workshop', 'Aria entered the crawlspace', 'Hannah moved the tangerine to the bathtub', 'The bathtub is in the workshop']",Where will Aria look for the tangerine?,Aria,,"[['Aria'], ['Charlotte', 'Aria'], ['Hannah', 'Aria', 'Charlotte'], ['Aria'], ['Aria', 'Charlotte', 'Hannah'], ['Aria', 'Charlotte', 'Hannah'], ['Aria', 'Charlotte', 'Hannah'], ['Aria'], ['Charlotte', 'Hannah'], ['Aria'], ['Hannah'], ['']]","[{'Aria entered the workshop': ['Aria']}, {'Charlotte entered the workshop': ['Charlotte', 'Aria']}, {'Hannah entered the workshop': ['Hannah', 'Aria', 'Charlotte']}, {'Aria loves the underclothes': ['Aria']}, {'The tangerine is in the container': ['Aria', 'Charlotte', 'Hannah']}, {'The container is in the workshop': ['Aria', 'Charlotte', 'Hannah']}, {'Aria exited the workshop': ['Aria', 'Charlotte', 'Hannah']}, {'Aria dislikes the beans': ['Aria']}, {'Charlotte exited the workshop': ['Charlotte', 'Hannah']}, {'Aria entered the crawlspace': ['Aria']}, {'Hannah moved the tangerine to the bathtub': ['Hannah']}, {'The bathtub is in the workshop': []}]",Aria entered the workshop. Charlotte entered the workshop. Hannah entered the workshop. Aria loves the underclothes. The tangerine is in the container. The container is in the workshop. Aria exited the workshop. Aria dislikes the beans. Aria entered the crawlspace,"['beans', 'underclothes', 'crawlspace', 'workshop', 'bathtub', 'container']",container
15,first_order_0_tom,first_order_tom,"['Isla entered the crawlspace', 'Mila entered the crawlspace', 'Amelia likes the grapefruit', 'The turnip is in the box', 'The box is in the crawlspace', 'Isla exited the crawlspace', 'Mila moved the turnip to the basket', 'The basket is in the crawlspace', 'Amelia entered the crawlspace', 'Mila exited the crawlspace', 'Mila hates the peas', 'Isla entered the living room']",Where will Isla look for the turnip?,Isla,,"[['Isla'], ['Mila', 'Isla'], ['Amelia'], ['Isla', 'Mila'], ['Isla', 'Mila'], ['Isla', 'Mila'], ['Mila'], ['Mila'], ['Amelia', 'Mila'], ['Mila', 'Amelia'], ['Mila'], ['Isla']]","[{'Isla entered the crawlspace': ['Isla']}, {'Mila entered the crawlspace': ['Mila', 'Isla']}, {'Amelia likes the grapefruit': ['Amelia']}, {'The turnip is in the box': ['Isla', 'Mila']}, {'The box is in the crawlspace': ['Isla', 'Mila']}, {'Isla exited the crawlspace': ['Isla', 'Mila']}, {'Mila moved the turnip to the basket': ['Mila']}, {'The basket is in the crawlspace': ['Mila']}, {'Amelia entered the crawlspace': ['Amelia', 'Mila']}, {'Mila exited the crawlspace': ['Mila', 'Amelia']}, {'Mila hates the peas': ['Mila']}, {'Isla entered the living room': ['Isla']}]",Isla entered the crawlspace. Mila entered the crawlspace. The turnip is in the box. The box is in the crawlspace. Isla exited the crawlspace. Isla entered the living room,"['peas', 'basket', 'crawlspace', 'living room', 'box', 'grapefruit']",box
677,second_order_0_no_tom,second_order_no_tom,"['Emma entered the kitchen', 'Owen entered the kitchen', 'Jacob entered the kitchen', 'The onion is in the suitcase', 'The suitcase is in the kitchen', 'Jacob moved the onion to the treasure chest', 'The treasure chest is in the kitchen', 'Jacob dislikes the plum', 'Emma exited the kitchen', 'Jacob exited the kitchen', 'Emma entered the study', 'Emma hates the gloves']",Where does Emma think that Jacob searches for the onion?,Emma,Jacob,"[['Emma'], ['Owen', 'Emma'], ['Jacob', 'Emma', 'Owen'], ['Emma', 'Owen', 'Jacob'], ['Emma', 'Owen', 'Jacob'], ['Jacob', 'Emma', 'Owen'], ['Emma', 'Owen', 'Jacob'], ['Jacob'], ['Emma', 'Owen', 'Jacob'], ['Jacob', 'Owen'], ['Emma'], ['Emma']]","[{'Emma entered the kitchen': ['Emma']}, {'Owen entered the kitchen': ['Owen', 'Emma']}, {'Jacob entered the kitchen': ['Jacob', 'Emma', 'Owen']}, {'The onion is in the suitcase': ['Emma', 'Owen', 'Jacob']}, {'The suitcase is in the kitchen': ['Emma', 'Owen', 'Jacob']}, {'Jacob moved the onion to the treasure chest': ['Jacob', 'Emma', 'Owen']}, {'The treasure chest is in the kitchen': ['Emma', 'Owen', 'Jacob']}, {'Jacob dislikes the plum': ['Jacob']}, {'Emma exited the kitchen': ['Emma', 'Owen', 'Jacob']}, {'Jacob exited the kitchen': ['Jacob', 'Owen']}, {'Emma entered the study': ['Emma']}, {'Emma hates the gloves': ['Emma']}]",Jacob entered the kitchen. The onion is in the suitcase. The suitcase is in the kitchen. Jacob moved the onion to the treasure chest. The treasure chest is in the kitchen. Emma exited the kitchen,"['kitchen', 'study', 'treasure chest', 'plum', 'gloves', 'suitcase']",treasure chest
486,second_order_0_no_tom,second_order_no_tom,"['Carter entered the front yard', 'Jack entered the front yard', 'The persimmon is in the crate', 'The crate is in the front yard', 'Jacob loves the tie', 'Jacob entered the crawlspace', 'Carter moved the persimmon to the basket', 'The basket is in the front yard', 'Jacob exited the crawlspace', 'Jack exited the front yard', 'Jack entered the crawlspace', 'Jacob dislikes the stockings']",Where does Carter think that Jack searches for the persimmon?,Carter,Jack,"[['Carter'], ['Jack', 'Carter'], ['Carter', 'Jack'], ['Carter', 'Jack'], ['Jacob'], ['Jacob'], ['Carter', 'Jack'], ['Carter', 'Jack'], ['Jacob'], ['Jack', 'Carter'], ['Jack'], ['Jacob']]","[{'Carter entered the front yard': ['Carter']}, {'Jack entered the front yard': ['Jack', 'Carter']}, {'The persimmon is in the crate': ['Carter', 'Jack']}, {'The crate is in the front yard': ['Carter', 'Jack']}, {'Jacob loves the tie': ['Jacob']}, {'Jacob entered the crawlspace': ['Jacob']}, {'Carter moved the persimmon to the basket': ['Carter', 'Jack']}, {'The basket is in the front yard': ['Carter', 'Jack']}, {'Jacob exited the crawlspace': ['Jacob']}, {'Jack exited the front yard': ['Jack', 'Carter']}, {'Jack entered the crawlspace': ['Jack']}, {'Jacob dislikes the stockings': ['Jacob']}]",Jack entered the front yard. The persimmon is in the crate. The crate is in the front yard. Carter moved the persimmon to the basket. The basket is in the front yard. Jack exited the front yard,"['basket', 'crate', 'front yard', 'stockings', 'crawlspace', 'tie']",basket
675,first_order_0_no_tom,first_order_no_tom,"['Benjamin entered the bedroom', 'Nathan entered the basement', 'Evelyn entered the bedroom', 'Nathan exited the basement', 'The hat is in the treasure chest', 'The treasure chest is in the bedroom', 'Benjamin exited the bedroom', 'Evelyn loves the peas', 'Benjamin entered the bedroom', 'Evelyn moved the hat to the container', 'The container is in the bedroom']",Where will Benjamin look for the hat?,Benjamin,,"[['Benjamin'], ['Nathan'], ['Evelyn', 'Benjamin'], ['Nathan'], ['Benjamin', 'Evelyn'], ['Benjamin', 'Evelyn'], ['Benjamin', 'Evelyn'], ['Evelyn'], ['Benjamin', 'Evelyn'], ['Evelyn', 'Benjamin'], ['Evelyn', 'Benjamin']]","[{'Benjamin entered the bedroom': ['Benjamin']}, {'Nathan entered the basement': ['Nathan']}, {'Evelyn entered the bedroom': ['Evelyn', 'Benjamin']}, {'Nathan exited the basement': ['Nathan']}, {'The hat is in the treasure chest': ['Benjamin', 'Evelyn']}, {'The treasure chest is in the bedroom': ['Benjamin', 'Evelyn']}, {'Benjamin exited the bedroom': ['Benjamin', 'Evelyn']}, {'Evelyn loves the peas': ['Evelyn']}, {'Benjamin entered the bedroom': ['Benjamin', 'Evelyn']}, {'Evelyn moved the hat to the container': ['Evelyn', 'Benjamin']}, {'The container is in the bedroom': ['Evelyn', 'Benjamin']}]",Benjamin entered the bedroom. Evelyn entered the bedroom. The hat is in the treasure chest. The treasure chest is in the bedroom. Benjamin exited the bedroom. Benjamin entered the bedroom. Evelyn moved the hat to the container. The container is in the bedroom,"['peas', 'basement', 'treasure chest', 'bedroom', 'container']",container
592,second_order_1_no_tom,second_order_no_tom,"['Olivia entered the lounge', 'Ethan entered the lounge', 'The peach is in the crate', 'The crate is in the lounge', 'Ella entered the lounge', 'Olivia moved the peach to the bottle', 'The bottle is in the lounge', 'Ethan exited the lounge', 'Ella exited the lounge', 'Olivia exited the lounge', 'Ethan entered the lounge']",Where does Ethan think that Olivia searches for the peach?,Ethan,Olivia,"[['Olivia'], ['Ethan', 'Olivia'], ['Olivia', 'Ethan'], ['Olivia', 'Ethan'], ['Ella', 'Olivia', 'Ethan'], ['Olivia', 'Ethan', 'Ella'], ['Olivia', 'Ethan', 'Ella'], ['Ethan', 'Olivia', 'Ella'], ['Ella', 'Olivia'], ['Olivia'], ['Ethan']]","[{'Olivia entered the lounge': ['Olivia']}, {'Ethan entered the lounge': ['Ethan', 'Olivia']}, {'The peach is in the crate': ['Olivia', 'Ethan']}, {'The crate is in the lounge': ['Olivia', 'Ethan']}, {'Ella entered the lounge': ['Ella', 'Olivia', 'Ethan']}, {'Olivia moved the peach to the bottle': ['Olivia', 'Ethan', 'Ella']}, {'The bottle is in the lounge': ['Olivia', 'Ethan', 'Ella']}, {'Ethan exited the lounge': ['Ethan', 'Olivia', 'Ella']}, {'Ella exited the lounge': ['Ella', 'Olivia']}, {'Olivia exited the lounge': ['Olivia']}, {'Ethan entered the lounge': ['Ethan']}]",Ethan entered the lounge. The peach is in the crate. The crate is in the lounge. Ella entered the lounge. Olivia moved the peach to the bottle. The bottle is in the lounge. Ethan exited the lounge,"['crate', 'lounge', 'bottle']",bottle
264,first_order_1_no_tom,first_order_no_tom,"['Logan entered the garage', 'Logan dislikes the tangerine', 'Lucas entered the garage', 'The persimmon is in the bottle', 'The bottle is in the garage', 'Lucas moved the persimmon to the container', 'The container is in the garage', 'Logan exited the garage']",Where will Lucas look for the persimmon?,Lucas,,"[['Logan'], ['Logan'], ['Lucas', 'Logan'], ['Logan', 'Lucas'], ['Logan', 'Lucas'], ['Lucas', 'Logan'], ['Logan', 'Lucas'], ['Logan', 'Lucas']]","[{'Logan entered the garage': ['Logan']}, {'Logan dislikes the tangerine': ['Logan']}, {'Lucas entered the garage': ['Lucas', 'Logan']}, {'The persimmon is in the bottle': ['Logan', 'Lucas']}, {'The bottle is in the garage': ['Logan', 'Lucas']}, {'Lucas moved the persimmon to the container': ['Lucas', 'Logan']}, {'The container is in the garage': ['Logan', 'Lucas']}, {'Logan exited the garage': ['Logan', 'Lucas']}]",Lucas entered the garage. The persimmon is in the bottle. The bottle is in the garage. Lucas moved the persimmon to the container. The container is in the garage. Logan exited the garage,"['tangerine', 'garage', 'container', 'bottle']",container
262,first_order_0_tom,first_order_tom,"['Noah entered the cellar', 'Owen entered the hallway', 'Noah exited the cellar', 'Lily entered the hallway', 'The banana is in the cupboard', 'The cupboard is in the hallway', 'Owen exited the hallway', 'Lily moved the banana to the treasure chest', 'The treasure chest is in the hallway', 'Lily exited the hallway', 'Owen entered the cellar']",Where will Owen look for the banana?,Owen,,"[['Noah'], ['Owen'], ['Noah'], ['Lily', 'Owen'], ['Owen', 'Lily'], ['Owen', 'Lily'], ['Owen', 'Lily'], ['Lily'], ['Lily'], ['Lily'], ['Owen']]","[{'Noah entered the cellar': ['Noah']}, {'Owen entered the hallway': ['Owen']}, {'Noah exited the cellar': ['Noah']}, {'Lily entered the hallway': ['Lily', 'Owen']}, {'The banana is in the cupboard': ['Owen', 'Lily']}, {'The cupboard is in the hallway': ['Owen', 'Lily']}, {'Owen exited the hallway': ['Owen', 'Lily']}, {'Lily moved the banana to the treasure chest': ['Lily']}, {'The treasure chest is in the hallway': ['Lily']}, {'Lily exited the hallway': ['Lily']}, {'Owen entered the cellar': ['Owen']}]",Owen entered the hallway. Lily entered the hallway. The banana is in the cupboard. The cupboard is in the hallway. Owen exited the hallway. Owen entered the cellar,"['cellar', 'cupboard', 'hallway', 'treasure chest']",cupboard
168,second_order_1_no_tom,second_order_no_tom,"['Ella entered the hall', 'Aria entered the attic', 'Emma entered the hall', 'The tie is in the crate', 'The crate is in the hall', 'Ella moved the tie to the bathtub', 'The bathtub is in the hall', 'Aria hates the dress', 'Aria exited the attic', 'Emma exited the hall']",Where does Emma think that Ella searches for the tie?,Emma,Ella,"[['Ella'], ['Aria'], ['Emma', 'Ella'], ['Ella', 'Emma'], ['Ella', 'Emma'], ['Ella', 'Emma'], ['Ella', 'Emma'], ['Aria'], ['Aria'], ['Emma', 'Ella']]","[{'Ella entered the hall': ['Ella']}, {'Aria entered the attic': ['Aria']}, {'Emma entered the hall': ['Emma', 'Ella']}, {'The tie is in the crate': ['Ella', 'Emma']}, {'The crate is in the hall': ['Ella', 'Emma']}, {'Ella moved the tie to the bathtub': ['Ella', 'Emma']}, {'The bathtub is in the hall': ['Ella', 'Emma']}, {'Aria hates the dress': ['Aria']}, {'Aria exited the attic': ['Aria']}, {'Emma exited the hall': ['Emma', 'Ella']}]",Emma entered the hall. The tie is in the crate. The crate is in the hall. Ella moved the tie to the bathtub. The bathtub is in the hall. Emma exited the hall,"['dress', 'attic', 'crate', 'hall', 'bathtub']",bathtub
290,second_order_1_no_tom,second_order_no_tom,"['Emily entered the porch', 'Avery entered the porch', 'The pumpkin is in the treasure chest', 'The treasure chest is in the porch', 'Avery moved the pumpkin to the pantry', 'The pantry is in the porch', 'Emily exited the porch', 'Avery exited the porch', 'Emily entered the back yard']",Where does Avery think that Emily searches for the pumpkin?,Avery,Emily,"[['Emily'], ['Avery', 'Emily'], ['Emily', 'Avery'], ['Emily', 'Avery'], ['Avery', 'Emily'], ['Emily', 'Avery'], ['Emily', 'Avery'], ['Avery'], ['Emily']]","[{'Emily entered the porch': ['Emily']}, {'Avery entered the porch': ['Avery', 'Emily']}, {'The pumpkin is in the treasure chest': ['Emily', 'Avery']}, {'The treasure chest is in the porch': ['Emily', 'Avery']}, {'Avery moved the pumpkin to the pantry': ['Avery', 'Emily']}, {'The pantry is in the porch': ['Emily', 'Avery']}, {'Emily exited the porch': ['Emily', 'Avery']}, {'Avery exited the porch': ['Avery']}, {'Emily entered the back yard': ['Emily']}]",Avery entered the porch. The pumpkin is in the treasure chest. The treasure chest is in the porch. Avery moved the pumpkin to the pantry. The pantry is in the porch. Emily exited the porch,"['porch', 'pantry', 'treasure chest', 'back yard']",pantry
1104,second_order_0_tom,second_order_tom,"['Hunter entered the porch', 'Jacob entered the porch', 'The onion is in the drawer', 'The drawer is in the porch', 'Jacob exited the porch', 'Hunter moved the onion to the bathtub', 'The bathtub is in the porch']",Where does Hunter think that Jacob searches for the onion?,Hunter,Jacob,"[['Hunter'], ['Jacob', 'Hunter'], ['Hunter', 'Jacob'], ['Hunter', 'Jacob'], ['Jacob', 'Hunter'], ['Hunter'], ['Hunter']]","[{'Hunter entered the porch': ['Hunter']}, {'Jacob entered the porch': ['Jacob', 'Hunter']}, {'The onion is in the drawer': ['Hunter', 'Jacob']}, {'The drawer is in the porch': ['Hunter', 'Jacob']}, {'Jacob exited the porch': ['Jacob', 'Hunter']}, {'Hunter moved the onion to the bathtub': ['Hunter']}, {'The bathtub is in the porch': ['Hunter']}]",Jacob entered the porch. The onion is in the drawer. The drawer is in the porch. Jacob exited the porch,"['bathtub', 'porch', 'drawer']",drawer
547,second_order_0_tom,second_order_tom,"['Oliver entered the kitchen', 'Carter entered the kitchen', 'The slippers is in the envelope', 'The envelope is in the kitchen', 'Oliver likes the pineapple', 'Carter exited the kitchen', 'Carter entered the office', 'Oliver moved the slippers to the container', 'The container is in the kitchen']",Where does Oliver think that Carter searches for the slippers?,Oliver,Carter,"[['Oliver'], ['Carter', 'Oliver'], ['Oliver', 'Carter'], ['Oliver', 'Carter'], ['Oliver'], ['Carter', 'Oliver'], ['Carter'], ['Oliver'], ['Oliver']]","[{'Oliver entered the kitchen': ['Oliver']}, {'Carter entered the kitchen': ['Carter', 'Oliver']}, {'The slippers is in the envelope': ['Oliver', 'Carter']}, {'The envelope is in the kitchen': ['Oliver', 'Carter']}, {'Oliver likes the pineapple': ['Oliver']}, {'Carter exited the kitchen': ['Carter', 'Oliver']}, {'Carter entered the office': ['Carter']}, {'Oliver moved the slippers to the container': ['Oliver']}, {'The container is in the kitchen': ['Oliver']}]",Carter entered the kitchen. The slippers is in the envelope. The envelope is in the kitchen. Carter exited the kitchen,"['kitchen', 'office', 'pineapple', 'envelope', 'container']",envelope
75,first_order_1_no_tom,first_order_no_tom,"['Amelia entered the kitchen', 'Noah entered the kitchen', 'The slacks is in the envelope', 'The envelope is in the kitchen', 'Noah moved the slacks to the treasure chest', 'The treasure chest is in the kitchen', 'Amelia exited the kitchen', 'Noah exited the kitchen', 'Amelia entered the kitchen', 'Amelia likes the carrot']",Where will Noah look for the slacks?,Noah,,"[['Amelia'], ['Noah', 'Amelia'], ['Amelia', 'Noah'], ['Amelia', 'Noah'], ['Noah', 'Amelia'], ['Amelia', 'Noah'], ['Amelia', 'Noah'], ['Noah'], ['Amelia'], ['Amelia']]","[{'Amelia entered the kitchen': ['Amelia']}, {'Noah entered the kitchen': ['Noah', 'Amelia']}, {'The slacks is in the envelope': ['Amelia', 'Noah']}, {'The envelope is in the kitchen': ['Amelia', 'Noah']}, {'Noah moved the slacks to the treasure chest': ['Noah', 'Amelia']}, {'The treasure chest is in the kitchen': ['Amelia', 'Noah']}, {'Amelia exited the kitchen': ['Amelia', 'Noah']}, {'Noah exited the kitchen': ['Noah']}, {'Amelia entered the kitchen': ['Amelia']}, {'Amelia likes the carrot': ['Amelia']}]",Noah entered the kitchen. The slacks is in the envelope. The envelope is in the kitchen. Noah moved the slacks to the treasure chest. The treasure chest is in the kitchen. Amelia exited the kitchen. Noah exited the kitchen,"['kitchen', 'treasure chest', 'envelope', 'carrot']",treasure chest
687,first_order_0_no_tom,first_order_no_tom,"['Evelyn entered the hall', 'Mila entered the hall', 'The onion is in the bucket', 'The bucket is in the hall', 'Evelyn moved the onion to the container', 'The container is in the hall', 'Mila exited the hall']",Where will Evelyn look for the onion?,Evelyn,,"[['Evelyn'], ['Mila', 'Evelyn'], ['Evelyn', 'Mila'], ['Evelyn', 'Mila'], ['Evelyn', 'Mila'], ['Evelyn', 'Mila'], ['Mila', 'Evelyn']]","[{'Evelyn entered the hall': ['Evelyn']}, {'Mila entered the hall': ['Mila', 'Evelyn']}, {'The onion is in the bucket': ['Evelyn', 'Mila']}, {'The bucket is in the hall': ['Evelyn', 'Mila']}, {'Evelyn moved the onion to the container': ['Evelyn', 'Mila']}, {'The container is in the hall': ['Evelyn', 'Mila']}, {'Mila exited the hall': ['Mila', 'Evelyn']}]",Evelyn entered the hall. Mila entered the hall. The onion is in the bucket. The bucket is in the hall. Evelyn moved the onion to the container. The container is in the hall. Mila exited the hall,"['bucket', 'container', 'hall']",container
